Entry	Entry name	Protein description	Gene name	Organism
Q5MNZ6	WIPI3_HUMAN	WIPI3_HUMAN WD repeat domain phosphoinositide-interacting protein 3	WDR45B	Homo sapiens
Q5MNZ9	WIPI1_HUMAN	WIPI1_HUMAN WD repeat domain phosphoinositide-interacting protein 1	WIPI1	Homo sapiens
Q5MY95	ENTP8_HUMAN	ENTP8_HUMAN Ectonucleoside triphosphate diphosphohydrolase 8	ENTPD8	Homo sapiens
Q5NDL2	EOGT_HUMAN	EOGT_HUMAN EGF domain-specific O-linked N-acetylglucosamine transferase	EOGT	Homo sapiens
Q5NE16	CATL3_HUMAN	CATL3_HUMAN Putative inactive cathepsin L-like protein CTSL3P	CTSL3P	Homo sapiens
Q5NUL3	FFAR4_HUMAN	FFAR4_HUMAN Free fatty acid receptor 4	FFAR4	Homo sapiens
Q5PR19	YI024_HUMAN	YI024_HUMAN Putative UPF0607 protein LOC392364	PE=2	Homo sapiens
Q5PRF9	SMAG2_HUMAN	SMAG2_HUMAN Protein Smaug homolog 2	SAMD4B	Homo sapiens
Q5PSV4	BRM1L_HUMAN	BRM1L_HUMAN Breast cancer metastasis-suppressor 1-like protein	BRMS1L	Homo sapiens
Q5PT55	NTCP5_HUMAN	NTCP5_HUMAN Sodium/bile acid cotransporter 5	SLC10A5	Homo sapiens
Q5QFB9	PAPAS_HUMAN	PAPAS_HUMAN Protein PAPPAS	PAPPA-AS1	Homo sapiens
Q5QGS0	NEXMI_HUMAN	NEXMI_HUMAN Neurite extension and migration factor	NEXMIF	Homo sapiens
Q5QGT7	RTP2_HUMAN	RTP2_HUMAN Receptor-transporting protein 2	RTP2	Homo sapiens
Q5QGZ9	CL12A_HUMAN	CL12A_HUMAN C-type lectin domain family 12 member A	CLEC12A	Homo sapiens
Q5QJ38	TCHL1_HUMAN	TCHL1_HUMAN Trichohyalin-like protein 1	TCHHL1	Homo sapiens
Q5QJ74	TBCEL_HUMAN	TBCEL_HUMAN Tubulin-specific chaperone cofactor E-like protein	TBCEL	Homo sapiens
Q5QJE6	TDIF2_HUMAN	TDIF2_HUMAN Deoxynucleotidyltransferase terminal-interacting protein 2	DNTTIP2	Homo sapiens
Q5QJU3	ACER2_HUMAN	ACER2_HUMAN Alkaline ceramidase 2	ACER2	Homo sapiens
Q5QNW6	H2B2F_HUMAN	H2B2F_HUMAN Histone H2B type 2-F	H2BC18	Homo sapiens
Q5QP82	DCA10_HUMAN	DCA10_HUMAN DDB1- and CUL4-associated factor 10	DCAF10	Homo sapiens
Q5R372	RBG1L_HUMAN	RBG1L_HUMAN Rab GTPase-activating protein 1-like	RABGAP1L	Homo sapiens
Q5R387	PA2GC_HUMAN	PA2GC_HUMAN Putative inactive group IIC secretory phospholipase A2	PLA2G2C	Homo sapiens
Q5R3F8	PPR29_HUMAN	PPR29_HUMAN Protein phosphatase 1 regulatory subunit 29	ELFN2	Homo sapiens
Q5R3I4	TTC38_HUMAN	TTC38_HUMAN Tetratricopeptide repeat protein 38	TTC38	Homo sapiens
Q5R3K3	CAHM6_HUMAN	CAHM6_HUMAN Calcium homeostasis modulator protein 6	CALHM6	Homo sapiens
Q5RGS3	F74A1_HUMAN	F74A1_HUMAN Protein FAM74A1	FAM74A1	Homo sapiens
Q5RHP9	ERIC3_HUMAN	ERIC3_HUMAN Glutamate-rich protein 3	ERICH3	Homo sapiens
Q5RI15	COX20_HUMAN	COX20_HUMAN Cytochrome c oxidase assembly protein COX20, mitochondrial	COX20	Homo sapiens
Q5RIA9	CBWD5_HUMAN	CBWD5_HUMAN COBW domain-containing protein 5	CBWD5	Homo sapiens
Q5RKV6	EXOS6_HUMAN	EXOS6_HUMAN Exosome complex component MTR3	EXOSC6	Homo sapiens
Q5RL73	RBM48_HUMAN	RBM48_HUMAN RNA-binding protein 48	RBM48	Homo sapiens
Q5S007	LRRK2_HUMAN	LRRK2_HUMAN Leucine-rich repeat serine/threonine-protein kinase 2	LRRK2	Homo sapiens
Q5SGD2	PPM1L_HUMAN	PPM1L_HUMAN Protein phosphatase 1L	PPM1L	Homo sapiens
Q5SNT2	TM201_HUMAN	TM201_HUMAN Transmembrane protein 201	TMEM201	Homo sapiens
Q5SNV9	CA167_HUMAN	CA167_HUMAN Uncharacterized protein C1orf167	C1orf167	Homo sapiens
Q5SQ64	LY66F_HUMAN	LY66F_HUMAN Lymphocyte antigen 6 complex locus protein G6f	LY6G6F	Homo sapiens
Q5SQ80	A20A2_HUMAN	A20A2_HUMAN Putative ankyrin repeat domain-containing protein 20A2	ANKRD20A2P	Homo sapiens
Q5SQH8	CF136_HUMAN	CF136_HUMAN Uncharacterized protein C6orf136	C6orf136	Homo sapiens
Q5SQI0	ATAT_HUMAN	ATAT_HUMAN Alpha-tubulin N-acetyltransferase 1	ATAT1	Homo sapiens
Q5SQN1	SNP47_HUMAN	SNP47_HUMAN Synaptosomal-associated protein 47	SNAP47	Homo sapiens
Q5SQQ9	VAX1_HUMAN	VAX1_HUMAN Ventral anterior homeobox 1	VAX1	Homo sapiens
Q5SQS7	SH24B_HUMAN	SH24B_HUMAN SH2 domain-containing protein 4B	SH2D4B	Homo sapiens
Q5SQS8	CJ120_HUMAN	CJ120_HUMAN Uncharacterized protein C10orf120	C10orf120	Homo sapiens
Q5SR53	CA200_HUMAN	CA200_HUMAN Putative uncharacterized protein PIK3CD-AS1	PIK3CD-AS1	Homo sapiens
Q5SR56	MF14B_HUMAN	MF14B_HUMAN Hippocampus abundant transcript-like protein 1	MFSD14B	Homo sapiens
Q5SRD1	TI23B_HUMAN	TI23B_HUMAN Mitochondrial import inner membrane translocase subunit Tim23B	TIMM23B	Homo sapiens
Q5SRE5	NU188_HUMAN	NU188_HUMAN Nucleoporin NUP188	NUP188	Homo sapiens
Q5SRE7	PHYD1_HUMAN	PHYD1_HUMAN Phytanoyl-CoA dioxygenase domain-containing protein 1	PHYHD1	Homo sapiens
Q5SRH9	TT39A_HUMAN	TT39A_HUMAN Tetratricopeptide repeat protein 39A	TTC39A	Homo sapiens
Q5SRI9	MANEA_HUMAN	MANEA_HUMAN Glycoprotein endo-alpha-1,2-mannosidase	MANEA	Homo sapiens
Q5SRN2	TSBP1_HUMAN	TSBP1_HUMAN Testis-expressed basic protein 1	TSBP1	Homo sapiens
Q5SRR4	LY65C_HUMAN	LY65C_HUMAN Lymphocyte antigen 6 complex locus protein G5c	LY6G5C	Homo sapiens
Q5SSG8	MUC21_HUMAN	MUC21_HUMAN Mucin-21	MUC21	Homo sapiens
Q5SSJ5	HP1B3_HUMAN	HP1B3_HUMAN Heterochromatin protein 1-binding protein 3	HP1BP3	Homo sapiens
Q5SSQ6	SAPC1_HUMAN	SAPC1_HUMAN Suppressor APC domain-containing protein 1	SAPCD1	Homo sapiens
Q5ST30	SYVM_HUMAN	SYVM_HUMAN Valine--tRNA ligase, mitochondrial	VARS2	Homo sapiens
Q5STR5	SIM40_HUMAN	SIM40_HUMAN Small integral membrane protein 40	SMIM40	Homo sapiens
Q5SV17	TM240_HUMAN	TM240_HUMAN Transmembrane protein 240	TMEM240	Homo sapiens
Q5SV97	PERM1_HUMAN	PERM1_HUMAN PGC-1 and ERR-induced regulator in muscle protein 1	PERM1	Homo sapiens
Q5SVJ3	CA100_HUMAN	CA100_HUMAN Uncharacterized protein C1orf100	C1orf100	Homo sapiens
Q5SVQ8	ZBT41_HUMAN	ZBT41_HUMAN Zinc finger and BTB domain-containing protein 41	ZBTB41	Homo sapiens
Q5SVS4	KMCP1_HUMAN	KMCP1_HUMAN Kidney mitochondrial carrier protein 1	SLC25A30	Homo sapiens
Q5SVZ6	ZMYM1_HUMAN	ZMYM1_HUMAN Zinc finger MYM-type protein 1	ZMYM1	Homo sapiens
Q5SW24	DACT2_HUMAN	DACT2_HUMAN Dapper homolog 2	DACT2	Homo sapiens
Q5SW79	CE170_HUMAN	CE170_HUMAN Centrosomal protein of 170 kDa	CEP170	Homo sapiens
Q5SW96	ARH_HUMAN	ARH_HUMAN Low density lipoprotein receptor adapter protein 1	LDLRAP1	Homo sapiens
Q5SWA1	PR15B_HUMAN	PR15B_HUMAN Protein phosphatase 1 regulatory subunit 15B	PPP1R15B	Homo sapiens
Q5SWH9	TMM69_HUMAN	TMM69_HUMAN Transmembrane protein 69	TMEM69	Homo sapiens
Q5SWL7	PRA14_HUMAN	PRA14_HUMAN PRAME family member 14	PRAMEF14	Homo sapiens
Q5SWL8	PRA19_HUMAN	PRA19_HUMAN PRAME family member 19	PRAMEF19	Homo sapiens
Q5SWW7	CJ055_HUMAN	CJ055_HUMAN Uncharacterized protein C10orf55	C10orf55	Homo sapiens
Q5SWX8	ODR4_HUMAN	ODR4_HUMAN Protein odr-4 homolog	ODR4	Homo sapiens
Q5SXH7	PKHS1_HUMAN	PKHS1_HUMAN Pleckstrin homology domain-containing family S member 1	PLEKHS1	Homo sapiens
Q5SXM1	ZN678_HUMAN	ZN678_HUMAN Zinc finger protein 678	ZNF678	Homo sapiens
Q5SXM2	SNPC4_HUMAN	SNPC4_HUMAN snRNA-activating protein complex subunit 4	SNAPC4	Homo sapiens
Q5SXM8	DNLZ_HUMAN	DNLZ_HUMAN DNL-type zinc finger protein	DNLZ	Homo sapiens
Q5SY13	COAS1_HUMAN	COAS1_HUMAN Putative uncharacterized protein encoded by COL5A1-AS1	COL5A1-AS1	Homo sapiens
Q5SY16	NOL9_HUMAN	NOL9_HUMAN Polynucleotide 5'-hydroxyl-kinase NOL9	NOL9	Homo sapiens
Q5SY68	S1A7B_HUMAN	S1A7B_HUMAN Protein S100-A7-like 2	S100A7L2	Homo sapiens
Q5SY80	CTSRE_HUMAN	CTSRE_HUMAN Cation channel sperm-associated protein subunit epsilon	CATSPERE	Homo sapiens
Q5SY85	F201A_HUMAN	F201A_HUMAN Protein FAM201A	FAM201A	Homo sapiens
Q5SYB0	FRPD1_HUMAN	FRPD1_HUMAN FERM and PDZ domain-containing protein 1	FRMPD1	Homo sapiens
Q5SYC1	CLVS2_HUMAN	CLVS2_HUMAN Clavesin-2	CLVS2	Homo sapiens
Q5SYE7	NHSL1_HUMAN	NHSL1_HUMAN NHS-like protein 1	NHSL1	Homo sapiens
Q5SZB4	CI050_HUMAN	CI050_HUMAN Uncharacterized protein C9orf50	C9orf50	Homo sapiens
Q5SZD1	CF141_HUMAN	CF141_HUMAN Uncharacterized protein C6orf141	C6orf141	Homo sapiens
Q5SZD4	GLYL3_HUMAN	GLYL3_HUMAN Glycine N-acyltransferase-like protein 3	GLYATL3	Homo sapiens
Q5SZI1	LRAD2_HUMAN	LRAD2_HUMAN Low-density lipoprotein receptor class A domain-containing protein 2	LDLRAD2	Homo sapiens
Q5SZJ8	BEND6_HUMAN	BEND6_HUMAN BEN domain-containing protein 6	BEND6	Homo sapiens
Q5SZK8	FREM2_HUMAN	FREM2_HUMAN FRAS1-related extracellular matrix protein 2	FREM2	Homo sapiens
Q5SZL2	CE85L_HUMAN	CE85L_HUMAN Centrosomal protein of 85 kDa-like	CEP85L	Homo sapiens
Q5SZQ8	CELF3_HUMAN	CELF3_HUMAN CUGBP Elav-like family member 3	CELF3	Homo sapiens
Q5T011	SZT2_HUMAN	SZT2_HUMAN KICSTOR complex protein SZT2	SZT2	Homo sapiens
Q5T013	HYI_HUMAN	HYI_HUMAN Putative hydroxypyruvate isomerase	HYI	Homo sapiens
Q5T035	CI129_HUMAN	CI129_HUMAN Putative uncharacterized protein C9orf129	C9orf129	Homo sapiens
Q5T036	F120S_HUMAN	F120S_HUMAN Uncharacterized protein FAM120AOS	FAM120AOS	Homo sapiens
Q5T089	MORN1_HUMAN	MORN1_HUMAN MORN repeat-containing protein 1	MORN1	Homo sapiens
Q5T0B9	ZN362_HUMAN	ZN362_HUMAN Zinc finger protein 362	ZNF362	Homo sapiens
Q5T0D9	TPRGL_HUMAN	TPRGL_HUMAN Tumor protein p63-regulated gene 1-like protein	TPRG1L	Homo sapiens
Q5T0F9	C2D1B_HUMAN	C2D1B_HUMAN Coiled-coil and C2 domain-containing protein 1B	CC2D1B	Homo sapiens
Q5T0J3	CA220_HUMAN	CA220_HUMAN Putative uncharacterized protein C1orf220	C1orf220	Homo sapiens
Q5T0J7	TEX35_HUMAN	TEX35_HUMAN Testis-expressed protein 35	TEX35	Homo sapiens
Q5T0L3	SPT46_HUMAN	SPT46_HUMAN Spermatogenesis-associated protein 46	SPATA46	Homo sapiens
Q5T0N1	CFA70_HUMAN	CFA70_HUMAN Cilia- and flagella-associated protein 70	CFAP70	Homo sapiens
Q5T0N5	FBP1L_HUMAN	FBP1L_HUMAN Formin-binding protein 1-like	FNBP1L	Homo sapiens
Q5T0T0	MARH8_HUMAN	MARH8_HUMAN E3 ubiquitin-protein ligase MARCHF8	MARCHF8	Homo sapiens
Q5T0U0	CC122_HUMAN	CC122_HUMAN Coiled-coil domain-containing protein 122	CCDC122	Homo sapiens
Q5T0W9	FA83B_HUMAN	FA83B_HUMAN Protein FAM83B	FAM83B	Homo sapiens
Q5T0Z8	CF132_HUMAN	CF132_HUMAN Uncharacterized protein C6orf132	C6orf132	Homo sapiens
Q5T124	UBX11_HUMAN	UBX11_HUMAN UBX domain-containing protein 11	UBXN11	Homo sapiens
Q5T160	SYRM_HUMAN	SYRM_HUMAN Probable arginine--tRNA ligase, mitochondrial	RARS2	Homo sapiens
Q5T197	DCST1_HUMAN	DCST1_HUMAN E3 ubiquitin-protein ligase DCST1	DCST1	Homo sapiens
Q5T1A1	DCST2_HUMAN	DCST2_HUMAN DC-STAMP domain-containing protein 2	DCST2	Homo sapiens
Q5T1B0	AXDN1_HUMAN	AXDN1_HUMAN Axonemal dynein light chain domain-containing protein 1	AXDND1	Homo sapiens
Q5T1C6	THEM4_HUMAN	THEM4_HUMAN Acyl-coenzyme A thioesterase THEM4	THEM4	Homo sapiens
Q5T1H1	EYS_HUMAN	EYS_HUMAN Protein eyes shut homolog	EYS	Homo sapiens
Q5T1J5	CHCH9_HUMAN	CHCH9_HUMAN Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial	CHCHD2P9	Homo sapiens
Q5T1J6	F182A_HUMAN	F182A_HUMAN Protein FAM182A	FAM182A	Homo sapiens
Q5T1M5	FKB15_HUMAN	FKB15_HUMAN FK506-binding protein 15	FKBP15	Homo sapiens
Q5T1N1	AKND1_HUMAN	AKND1_HUMAN Protein AKNAD1	AKNAD1	Homo sapiens
Q5T1Q4	S35F1_HUMAN	S35F1_HUMAN Solute carrier family 35 member F1	SLC35F1	Homo sapiens
Q5T1R4	ZEP3_HUMAN	ZEP3_HUMAN Transcription factor HIVEP3	HIVEP3	Homo sapiens
Q5T1S8	NCMAP_HUMAN	NCMAP_HUMAN Noncompact myelin-associated protein	NCMAP	Homo sapiens
Q5T1V6	DDX59_HUMAN	DDX59_HUMAN Probable ATP-dependent RNA helicase DDX59	DDX59	Homo sapiens
Q5T200	ZC3HD_HUMAN	ZC3HD_HUMAN Zinc finger CCCH domain-containing protein 13	ZC3H13	Homo sapiens
Q5T215	TPC3L_HUMAN	TPC3L_HUMAN Trafficking protein particle complex subunit 3-like protein	TRAPPC3L	Homo sapiens
Q5T230	UTF1_HUMAN	UTF1_HUMAN Undifferentiated embryonic cell transcription factor 1	UTF1	Homo sapiens
Q5T280	CI114_HUMAN	CI114_HUMAN Putative methyltransferase C9orf114	SPOUT1	Homo sapiens
Q5T292	TM273_HUMAN	TM273_HUMAN Transmembrane protein 273	TMEM273	Homo sapiens
Q5T2D2	TRML2_HUMAN	TRML2_HUMAN Trem-like transcript 2 protein	TREML2	Homo sapiens
Q5T2D3	OTUD3_HUMAN	OTUD3_HUMAN OTU domain-containing protein 3	OTUD3	Homo sapiens
Q5T2E6	ARMD3_HUMAN	ARMD3_HUMAN Armadillo-like helical domain-containing protein 3	ARMH3	Homo sapiens
Q5T2L2	AKCL1_HUMAN	AKCL1_HUMAN Putative aldo-keto reductase family 1 member C8	AKR1C8P	Homo sapiens
Q5T2N8	ATD3C_HUMAN	ATD3C_HUMAN ATPase family AAA domain-containing protein 3C	ATAD3C	Homo sapiens
Q5T2Q4	CCYL2_HUMAN	CCYL2_HUMAN Cyclin-Y-like protein 2	CCNYL2	Homo sapiens
Q5T2R2	DPS1_HUMAN	DPS1_HUMAN All trans-polyprenyl-diphosphate synthase PDSS1	PDSS1	Homo sapiens
Q5T2S8	ODAD2_HUMAN	ODAD2_HUMAN Outer dynein arm-docking complex subunit 2	ODAD2	Homo sapiens
Q5T2T1	MPP7_HUMAN	MPP7_HUMAN MAGUK p55 subfamily member 7	MPP7	Homo sapiens
Q5T2W1	NHRF3_HUMAN	NHRF3_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF3	PDZK1	Homo sapiens
Q5T319	F182B_HUMAN	F182B_HUMAN Protein FAM182B	FAM182B	Homo sapiens
Q5T3F8	CSCL2_HUMAN	CSCL2_HUMAN CSC1-like protein 2	TMEM63B	Homo sapiens
Q5T3I0	GPTC4_HUMAN	GPTC4_HUMAN G patch domain-containing protein 4	GPATCH4	Homo sapiens
Q5T3J3	LRIF1_HUMAN	LRIF1_HUMAN Ligand-dependent nuclear receptor-interacting factor 1	LRIF1	Homo sapiens
Q5T3U5	MRP7_HUMAN	MRP7_HUMAN ATP-binding cassette sub-family C member 10	ABCC10	Homo sapiens
Q5T3Y7	BVAS1_HUMAN	BVAS1_HUMAN Putative uncharacterized protein BVES-AS1	BVES-AS1	Homo sapiens
Q5T440	CAF17_HUMAN	CAF17_HUMAN Putative transferase CAF17, mitochondrial	IBA57	Homo sapiens
Q5T442	CXG2_HUMAN	CXG2_HUMAN Gap junction gamma-2 protein	GJC2	Homo sapiens
Q5T447	HECD3_HUMAN	HECD3_HUMAN E3 ubiquitin-protein ligase HECTD3	HECTD3	Homo sapiens
Q5T481	RBM20_HUMAN	RBM20_HUMAN RNA-binding protein 20	RBM20	Homo sapiens
Q5T4B2	GT253_HUMAN	GT253_HUMAN Inactive glycosyltransferase 25 family member 3	CERCAM	Homo sapiens
Q5T4D3	TMTC4_HUMAN	TMTC4_HUMAN Protein O-mannosyl-transferase TMTC4	TMTC4	Homo sapiens
Q5T4F4	ZFY27_HUMAN	ZFY27_HUMAN Protrudin	ZFYVE27	Homo sapiens
Q5T4F7	SFRP5_HUMAN	SFRP5_HUMAN Secreted frizzled-related protein 5	SFRP5	Homo sapiens
Q5T4H9	CSC10_HUMAN	CSC10_HUMAN Putative uncharacterized protein encoded by MIR1915-HG	MIR1915HG	Homo sapiens
Q5T4I8	CF052_HUMAN	CF052_HUMAN Putative uncharacterized protein C6orf52	C6orf52	Homo sapiens
Q5T4S7	UBR4_HUMAN	UBR4_HUMAN E3 ubiquitin-protein ligase UBR4	UBR4	Homo sapiens
Q5T4T1	T170B_HUMAN	T170B_HUMAN Transmembrane protein 170B	TMEM170B	Homo sapiens
Q5T4T6	SYC2L_HUMAN	SYC2L_HUMAN Synaptonemal complex protein 2-like	SYCP2L	Homo sapiens
Q5T4W7	ARTN_HUMAN	ARTN_HUMAN Artemin	ARTN	Homo sapiens
Q5T5A4	CA194_HUMAN	CA194_HUMAN Protein C1orf194	C1orf194	Homo sapiens
Q5T5A8	LCE3C_HUMAN	LCE3C_HUMAN Late cornified envelope protein 3C	LCE3C	Homo sapiens
Q5T5B0	LCE3E_HUMAN	LCE3E_HUMAN Late cornified envelope protein 3E	LCE3E	Homo sapiens
Q5T5C0	STXB5_HUMAN	STXB5_HUMAN Syntaxin-binding protein 5	STXBP5	Homo sapiens
Q5T5D7	ZN684_HUMAN	ZN684_HUMAN Zinc finger protein 684	ZNF684	Homo sapiens
Q5T5F5	A4AS1_HUMAN	A4AS1_HUMAN Uncharacterized protein ADAMTSL4-AS1	ADAMTSL4-AS1	Homo sapiens
Q5T5J6	SWT1_HUMAN	SWT1_HUMAN Transcriptional protein SWT1	SWT1	Homo sapiens
Q5T5M9	CCNJ_HUMAN	CCNJ_HUMAN Cyclin-J	CCNJ	Homo sapiens
Q5T5N4	CF118_HUMAN	CF118_HUMAN Uncharacterized protein C6orf118	C6orf118	Homo sapiens
Q5T5P2	SKT_HUMAN	SKT_HUMAN Sickle tail protein homolog	KIAA1217	Homo sapiens
Q5T5S1	CC183_HUMAN	CC183_HUMAN Coiled-coil domain-containing protein 183	CCDC183	Homo sapiens
Q5T5U3	RHG21_HUMAN	RHG21_HUMAN Rho GTPase-activating protein 21	ARHGAP21	Homo sapiens
Q5T5X7	BEND3_HUMAN	BEND3_HUMAN BEN domain-containing protein 3	BEND3	Homo sapiens
Q5T5Y3	CAMP1_HUMAN	CAMP1_HUMAN Calmodulin-regulated spectrin-associated protein 1	CAMSAP1	Homo sapiens
Q5T601	AGRF1_HUMAN	AGRF1_HUMAN Adhesion G-protein coupled receptor F1	ADGRF1	Homo sapiens
Q5T619	ZN648_HUMAN	ZN648_HUMAN Zinc finger protein 648	ZNF648	Homo sapiens
Q5T653	RM02_HUMAN	RM02_HUMAN 39S ribosomal protein L2, mitochondrial	MRPL2	Homo sapiens
Q5T655	CFA58_HUMAN	CFA58_HUMAN Cilia- and flagella-associated protein 58	CFAP58	Homo sapiens
Q5T681	CJ062_HUMAN	CJ062_HUMAN Uncharacterized protein C10orf62	C10orf62	Homo sapiens
Q5T686	AVPI1_HUMAN	AVPI1_HUMAN Arginine vasopressin-induced protein 1	AVPI1	Homo sapiens
Q5T6C5	AT7L2_HUMAN	AT7L2_HUMAN Ataxin-7-like protein 2	ATXN7L2	Homo sapiens
Q5T6F0	DCA12_HUMAN	DCA12_HUMAN DDB1- and CUL4-associated factor 12	DCAF12	Homo sapiens
Q5T6F2	UBAP2_HUMAN	UBAP2_HUMAN Ubiquitin-associated protein 2	UBAP2	Homo sapiens
Q5T6J7	GNTK_HUMAN	GNTK_HUMAN Probable gluconokinase	IDNK	Homo sapiens
Q5T6L9	EMARD_HUMAN	EMARD_HUMAN Endoplasmic reticulum membrane-associated RNA degradation protein	ERMARD	Homo sapiens
Q5T6M2	CF122_HUMAN	CF122_HUMAN Putative uncharacterized protein encoded by LINC00242	LINC00242	Homo sapiens
Q5T6R2	TPT2L_HUMAN	TPT2L_HUMAN Putative phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2P1	TPTE2P1	Homo sapiens
Q5T6S3	PHF19_HUMAN	PHF19_HUMAN PHD finger protein 19	PHF19	Homo sapiens
Q5T6V5	QSPP_HUMAN	QSPP_HUMAN Queuosine salvage protein	C9orf64	Homo sapiens
Q5T6X4	F162B_HUMAN	F162B_HUMAN Protein FAM162B	FAM162B	Homo sapiens
Q5T6X5	GPC6A_HUMAN	GPC6A_HUMAN G-protein coupled receptor family C group 6 member A	GPRC6A	Homo sapiens
Q5T700	LRAD1_HUMAN	LRAD1_HUMAN Low-density lipoprotein receptor class A domain-containing protein 1	LDLRAD1	Homo sapiens
Q5T742	ZFAS1_HUMAN	ZFAS1_HUMAN Uncharacterized protein ZNF22-AS1	ZNF22-AS1	Homo sapiens
Q5T749	KPRP_HUMAN	KPRP_HUMAN Keratinocyte proline-rich protein	KPRP	Homo sapiens
Q5T750	XP32_HUMAN	XP32_HUMAN Skin-specific protein 32	XP32	Homo sapiens
Q5T751	LCE1C_HUMAN	LCE1C_HUMAN Late cornified envelope protein 1C	LCE1C	Homo sapiens
Q5T752	LCE1D_HUMAN	LCE1D_HUMAN Late cornified envelope protein 1D	LCE1D	Homo sapiens
Q5T753	LCE1E_HUMAN	LCE1E_HUMAN Late cornified envelope protein 1E	LCE1E	Homo sapiens
Q5T754	LCE1F_HUMAN	LCE1F_HUMAN Late cornified envelope protein 1F	LCE1F	Homo sapiens
Q5T764	IFT1B_HUMAN	IFT1B_HUMAN Interferon-induced protein with tetratricopeptide repeats 1B	IFIT1B	Homo sapiens
Q5T7B8	KIF24_HUMAN	KIF24_HUMAN Kinesin-like protein KIF24	KIF24	Homo sapiens
Q5T7M4	ADIPL_HUMAN	ADIPL_HUMAN Adipolin	C1QTNF12	Homo sapiens
Q5T7M9	DIK1A_HUMAN	DIK1A_HUMAN Divergent protein kinase domain 1A	DIPK1A	Homo sapiens
Q5T7N2	LITD1_HUMAN	LITD1_HUMAN LINE-1 type transposase domain-containing protein 1	L1TD1	Homo sapiens
Q5T7N3	KANK4_HUMAN	KANK4_HUMAN KN motif and ankyrin repeat domain-containing protein 4	KANK4	Homo sapiens
Q5T7N8	F27D1_HUMAN	F27D1_HUMAN Protein FAM27D1	FAM27D1	Homo sapiens
Q5T7P2	LCE1A_HUMAN	LCE1A_HUMAN Late cornified envelope protein 1A	LCE1A	Homo sapiens
Q5T7P3	LCE1B_HUMAN	LCE1B_HUMAN Late cornified envelope protein 1B	LCE1B	Homo sapiens
Q5T7P6	TMM78_HUMAN	TMM78_HUMAN Transmembrane protein 78	TMEM78	Homo sapiens
Q5T7P8	SYT6_HUMAN	SYT6_HUMAN Synaptotagmin-6	SYT6	Homo sapiens
Q5T7R7	CA185_HUMAN	CA185_HUMAN Uncharacterized protein C1orf185	C1orf185	Homo sapiens
Q5T7V8	GORAB_HUMAN	GORAB_HUMAN RAB6-interacting golgin	GORAB	Homo sapiens
Q5T7W0	ZN618_HUMAN	ZN618_HUMAN Zinc finger protein 618	ZNF618	Homo sapiens
Q5T7W7	TSTD2_HUMAN	TSTD2_HUMAN Thiosulfate sulfurtransferase/rhodanese-like domain-containing protein 2	TSTD2	Homo sapiens
Q5T848	GP158_HUMAN	GP158_HUMAN Probable G-protein coupled receptor 158	GPR158	Homo sapiens
Q5T870	PRR9_HUMAN	PRR9_HUMAN Proline-rich protein 9	PRR9	Homo sapiens
Q5T871	LELP1_HUMAN	LELP1_HUMAN Late cornified envelope-like proline-rich protein 1	LELP1	Homo sapiens
Q5T890	ER6L2_HUMAN	ER6L2_HUMAN DNA excision repair protein ERCC-6-like 2	ERCC6L2	Homo sapiens
Q5T8A7	PPR26_HUMAN	PPR26_HUMAN Protein phosphatase 1 regulatory subunit 26	PPP1R26	Homo sapiens
Q5T8D3	ACBD5_HUMAN	ACBD5_HUMAN Acyl-CoA-binding domain-containing protein 5	ACBD5	Homo sapiens
Q5T8I3	F102B_HUMAN	F102B_HUMAN Protein FAM102B	FAM102B	Homo sapiens
Q5T8I9	HENMT_HUMAN	HENMT_HUMAN Small RNA 2'-O-methyltransferase	HENMT1	Homo sapiens
Q5T8P6	RBM26_HUMAN	RBM26_HUMAN RNA-binding protein 26	RBM26	Homo sapiens
Q5T8R8	DOAS1_HUMAN	DOAS1_HUMAN Uncharacterized protein DOCK8-AS1	DOCK8-AS1	Homo sapiens
Q5T953	IER5L_HUMAN	IER5L_HUMAN Immediate early response gene 5-like protein	IER5L	Homo sapiens
Q5T9A4	ATD3B_HUMAN	ATD3B_HUMAN ATPase family AAA domain-containing protein 3B	ATAD3B	Homo sapiens
Q5T9C2	F102A_HUMAN	F102A_HUMAN Protein FAM102A	FAM102A	Homo sapiens
Q5T9C9	PI5L1_HUMAN	PI5L1_HUMAN Phosphatidylinositol 4-phosphate 5-kinase-like protein 1	PIP5KL1	Homo sapiens
Q5T9G4	ARM12_HUMAN	ARM12_HUMAN Armadillo repeat-containing protein 12	ARMC12	Homo sapiens
Q5T9L3	WLS_HUMAN	WLS_HUMAN Protein wntless homolog	WLS	Homo sapiens
Q5T9S5	CCD18_HUMAN	CCD18_HUMAN Coiled-coil domain-containing protein 18	CCDC18	Homo sapiens
Q5T9Z0	TEDM1_HUMAN	TEDM1_HUMAN Transmembrane epididymal protein 1	TEDDM1	Homo sapiens
Q5TA31	RN187_HUMAN	RN187_HUMAN E3 ubiquitin-protein ligase RNF187	RNF187	Homo sapiens
Q5TA45	INT11_HUMAN	INT11_HUMAN Integrator complex subunit 11	INTS11	Homo sapiens
